date,confirmed,deaths,zone,altitude,lat,lon
2020-03-19,194,1900-01-02,ZONA CENTRO,162,-120.453,-770.308
2020-03-20,212,1900-01-03,ZONA CENTRO,162,-120.453,-770.308
2020-03-21,241,1900-01-03,ZONA CENTRO,162,-120.453,-770.308
2020-03-21,18,1899-12-31,ZONA NORTE,57,-51.525,-806.578
2020-03-22,278,1900-01-03,ZONA CENTRO,162,-120.453,-770.308
2020-03-22,19,1899-12-31,ZONA NORTE,57,-51.525,-806.578
2020-03-23,307,1900-01-03,ZONA CENTRO,162,-120.453,-770.308
2020-03-23,19,1899-12-31,ZONA NORTE,57,-51.525,-806.578
2020-03-24,5,1899-12-31,ZONA NORTE,74,-8.1,-790.306
2020-03-24,322,1900-01-04,ZONA CENTRO,162,-120.453,-770.308
2020-03-24,19,1899-12-31,ZONA NORTE,57,-51.525,-806.578
2020-03-25,10,1899-12-31,ZONA SUR,3439,-135.192,-719.767
2020-03-25,6,1899-12-31,ZONA NORTE,74,-8.1,-790.306
2020-03-25,369,1900-01-05,ZONA CENTRO,162,-120.453,-770.308
2020-03-25,19,1899-12-31,ZONA NORTE,57,-51.525,-806.578
2020-03-26,10,1899-12-31,ZONA SUR,3439,-135.192,-719.767
2020-03-26,9,1899-12-31,ZONA NORTE,74,-8.1,-790.306
2020-03-26,453,1900-01-05,ZONA CENTRO,162,-120.453,-770.308
2020-03-26,20,1899-12-31,ZONA NORTE,57,-51.525,-806.578
2020-03-27,10,1899-12-31,ZONA SUR,3439,-135.192,-719.767
2020-03-27,9,1900-01-01,ZONA NORTE,74,-8.1,-790.306
2020-03-27,494,1900-01-06,ZONA CENTRO,162,-120.453,-770.308
2020-03-27,20,1899-12-31,ZONA NORTE,57,-51.525,-806.578
2020-03-28,18,1899-12-31,ZONA CENTRO,27,-120.631,-771.469
2020-03-28,11,1900-01-01,ZONA SUR,3439,-135.192,-719.767
2020-03-28,10,1900-01-01,ZONA NORTE,74,-8.1,-790.306
2020-03-28,15,1899-12-31,ZONA NORTE,28,-67.669,-798.506
2020-03-28,518,1900-01-08,ZONA CENTRO,162,-120.453,-770.308
2020-03-28,20,1899-12-31,ZONA NORTE,57,-51.525,-806.578
2020-03-29,6,1899-12-31,ZONA CENTRO,3073,-95.297,-775.292
2020-03-29,29,1899-12-31,ZONA CENTRO,27,-120.631,-771.469
2020-03-29,17,1900-01-01,ZONA SUR,3439,-135.192,-719.767
2020-03-29,13,1900-01-01,ZONA NORTE,74,-8.1,-790.306
2020-03-29,22,1899-12-31,ZONA NORTE,28,-67.669,-798.506
2020-03-29,639,1900-01-09,ZONA CENTRO,162,-120.453,-770.308
2020-03-29,21,1899-12-31,ZONA NORTE,57,-51.525,-806.578
2020-03-30,11,1899-12-31,ZONA CENTRO,3073,-95.297,-775.292
2020-03-30,24,1900-01-01,ZONA CENTRO,27,-120.631,-771.469
2020-03-30,25,1900-01-01,ZONA SUR,3439,-135.192,-719.767
2020-03-30,15,1900-01-01,ZONA NORTE,74,-8.1,-790.306
2020-03-30,22,1899-12-31,ZONA NORTE,28,-67.669,-798.506
2020-03-30,718,1900-01-12,ZONA CENTRO,162,-120.453,-770.308
2020-03-30,53,1900-01-01,ZONA NORTE,107,-37.481,-732.442
2020-03-30,21,1899-12-31,ZONA NORTE,57,-51.525,-806.578
2020-03-31,11,1899-12-31,ZONA CENTRO,3073,-95.297,-775.292
2020-03-31,25,1900-01-02,ZONA CENTRO,27,-120.631,-771.469
2020-03-31,26,1900-01-01,ZONA SUR,3439,-135.192,-719.767
2020-03-31,19,1900-01-01,ZONA NORTE,74,-8.1,-790.306
2020-03-31,30,1899-12-31,ZONA NORTE,28,-67.669,-798.506
2020-03-31,799,1900-01-15,ZONA CENTRO,162,-120.453,-770.308
2020-03-31,58,1900-01-01,ZONA NORTE,107,-37.481,-732.442
2020-03-31,21,1899-12-31,ZONA NORTE,57,-51.525,-806.578
2020-03-31,6,1899-12-31,ZONA NORTE,895,-60.347,-769.742
2020-03-31,10,1899-12-31,ZONA NORTE,9,-35.711,-804.592
2020-04-01,15,1899-12-31,ZONA CENTRO,3073,-95.297,-775.292
2020-04-01,30,1899-12-31,ZONA SUR,2429,-163.933,-715.289
2020-04-01,37,1900-01-03,ZONA CENTRO,27,-120.631,-771.469
2020-04-01,34,1900-01-01,ZONA SUR,3439,-135.192,-719.767
2020-04-01,32,1900-01-02,ZONA NORTE,74,-8.1,-790.306
2020-04-01,34,1900-01-02,ZONA NORTE,28,-67.669,-798.506
2020-04-01,990,1900-01-27,ZONA CENTRO,162,-120.453,-770.308
2020-04-01,66,1900-01-01,ZONA NORTE,107,-37.481,-732.442
2020-04-01,26,1899-12-31,ZONA NORTE,57,-51.525,-806.578
2020-04-01,6,1899-12-31,ZONA NORTE,895,-60.347,-769.742
2020-04-01,13,1899-12-31,ZONA NORTE,9,-35.711,-804.592
2020-04-02,15,1899-12-31,ZONA CENTRO,3073,-95.297,-775.292
2020-04-02,30,1899-12-31,ZONA SUR,2429,-163.933,-715.289
2020-04-02,40,1900-01-03,ZONA CENTRO,27,-120.631,-771.469
2020-04-02,38,1900-01-01,ZONA SUR,3439,-135.192,-719.767
2020-04-02,17,1899-12-31,ZONA CENTRO,3294,-120.708,-752.089
2020-04-02,34,1900-01-02,ZONA NORTE,74,-8.1,-790.306
2020-04-02,37,1900-01-02,ZONA NORTE,28,-67.669,-798.506
2020-04-02,1059,1900-02-02,ZONA CENTRO,162,-120.453,-770.308
2020-04-02,72,1900-01-01,ZONA NORTE,107,-37.481,-732.442
2020-04-02,27,1899-12-31,ZONA NORTE,57,-51.525,-806.578
2020-04-02,6,1899-12-31,ZONA NORTE,895,-60.347,-769.742
2020-04-02,15,1900-01-01,ZONA NORTE,9,-35.711,-804.592
2020-04-03,18,1899-12-31,ZONA CENTRO,3073,-95.297,-775.292
2020-04-03,37,1899-12-31,ZONA SUR,2429,-163.933,-715.289
2020-04-03,59,1900-01-03,ZONA CENTRO,27,-120.631,-771.469
2020-04-03,44,1900-01-02,ZONA SUR,3439,-135.192,-719.767
2020-04-03,19,1899-12-31,ZONA CENTRO,3294,-120.708,-752.089
2020-04-03,44,1900-01-03,ZONA NORTE,74,-8.1,-790.306
2020-04-03,35,1900-01-01,ZONA NORTE,28,-67.669,-798.506
2020-04-03,1179,1900-02-07,ZONA CENTRO,162,-120.453,-770.308
2020-04-03,84,1900-01-01,ZONA NORTE,107,-37.481,-732.442
2020-04-03,27,1899-12-31,ZONA NORTE,57,-51.525,-806.578
2020-04-03,6,1899-12-31,ZONA NORTE,895,-60.347,-769.742
2020-04-03,16,1900-01-01,ZONA NORTE,9,-35.711,-804.592
2020-04-04,18,1899-12-31,ZONA CENTRO,3073,-95.297,-775.292
2020-04-04,37,1900-01-01,ZONA SUR,2429,-163.933,-715.289
2020-04-04,64,1900-01-04,ZONA CENTRO,27,-120.631,-771.469
2020-04-04,48,1900-01-02,ZONA SUR,3439,-135.192,-719.767
2020-04-04,9,1899-12-31,ZONA SUR,432,-140.636,-757.292
2020-04-04,25,1899-12-31,ZONA CENTRO,3294,-120.708,-752.089
2020-04-04,50,1900-01-03,ZONA NORTE,74,-8.1,-790.306
2020-04-04,55,1900-01-02,ZONA NORTE,28,-67.669,-798.506
2020-04-04,1257,1900-02-14,ZONA CENTRO,162,-120.453,-770.308
2020-04-04,106,1900-01-01,ZONA NORTE,107,-37.481,-732.442
2020-04-04,27,1899-12-31,ZONA NORTE,57,-51.525,-806.578
2020-04-04,8,1899-12-31,ZONA NORTE,895,-60.347,-769.742
2020-04-04,20,1900-01-02,ZONA NORTE,9,-35.711,-804.592
2020-04-05,23,1899-12-31,ZONA CENTRO,3073,-95.297,-775.292
2020-04-05,51,1900-01-02,ZONA SUR,2429,-163.933,-715.289
2020-04-05,89,1900-01-07,ZONA CENTRO,27,-120.631,-771.469
2020-04-05,52,1900-01-02,ZONA SUR,3439,-135.192,-719.767
2020-04-05,1,1899-12-31,ZONA SUR,3746,-127.869,-749.714
2020-04-05,14,1899-12-31,ZONA SUR,432,-140.636,-757.292
2020-04-05,25,1899-12-31,ZONA CENTRO,3294,-120.708,-752.089
2020-04-05,50,1900-01-03,ZONA NORTE,74,-8.1,-790.306
2020-04-05,100,1900-01-02,ZONA NORTE,28,-67.669,-798.506
2020-04-05,1639,1900-02-19,ZONA CENTRO,162,-120.453,-770.308
2020-04-05,143,1900-01-01,ZONA NORTE,107,-37.481,-732.442
2020-04-05,29,1899-12-31,ZONA NORTE,57,-51.525,-806.578
2020-04-05,8,1899-12-31,ZONA NORTE,895,-60.347,-769.742
2020-04-05,26,1900-01-02,ZONA NORTE,9,-35.711,-804.592
2020-04-06,27,1899-12-31,ZONA CENTRO,3073,-95.297,-775.292
2020-04-06,60,1900-01-03,ZONA SUR,2429,-163.933,-715.289
2020-04-06,109,1900-01-07,ZONA CENTRO,27,-120.631,-771.469
2020-04-06,54,1900-01-02,ZONA SUR,3439,-135.192,-719.767
2020-04-06,2,1899-12-31,ZONA SUR,3746,-127.869,-749.714
2020-04-06,18,1899-12-31,ZONA SUR,432,-140.636,-757.292
2020-04-06,28,1899-12-31,ZONA CENTRO,3294,-120.708,-752.089
2020-04-06,56,1900-01-04,ZONA NORTE,74,-8.1,-790.306
2020-04-06,100,1900-01-02,ZONA NORTE,28,-67.669,-798.506
2020-04-06,1837,1900-02-26,ZONA CENTRO,162,-120.453,-770.308
2020-04-06,171,1900-01-01,ZONA NORTE,107,-37.481,-732.442
2020-04-06,30,1899-12-31,ZONA NORTE,57,-51.525,-806.578
2020-04-06,8,1899-12-31,ZONA NORTE,895,-60.347,-769.742
2020-04-06,26,1900-01-02,ZONA NORTE,9,-35.711,-804.592
2020-04-07,36,1899-12-31,ZONA CENTRO,3073,-95.297,-775.292
2020-04-07,66,1900-01-03,ZONA SUR,2429,-163.933,-715.289
2020-04-07,161,1900-01-09,ZONA CENTRO,27,-120.631,-771.469
2020-04-07,54,1900-01-02,ZONA SUR,3439,-135.192,-719.767
2020-04-07,7,1899-12-31,ZONA SUR,3746,-127.869,-749.714
2020-04-07,24,1900-01-01,ZONA SUR,432,-140.636,-757.292
2020-04-07,28,1899-12-31,ZONA CENTRO,3294,-120.708,-752.089
2020-04-07,58,1900-01-04,ZONA NORTE,74,-8.1,-790.306
2020-04-07,108,1900-01-03,ZONA NORTE,28,-67.669,-798.506
2020-04-07,2100,1900-03-05,ZONA CENTRO,162,-120.453,-770.308
2020-04-07,206,1900-01-02,ZONA NORTE,107,-37.481,-732.442
2020-04-07,35,1900-01-02,ZONA NORTE,57,-51.525,-806.578
2020-04-07,8,1899-12-31,ZONA NORTE,895,-60.347,-769.742
2020-04-07,27,1900-01-03,ZONA NORTE,9,-35.711,-804.592
2020-04-08,50,1900-01-03,ZONA CENTRO,3073,-95.297,-775.292
2020-04-08,74,1900-01-04,ZONA SUR,2429,-163.933,-715.289
2020-04-08,320,1900-01-01,ZONA CENTRO,27,-120.631,-771.469
2020-04-08,54,1900-01-02,ZONA SUR,3439,-135.192,-719.767
2020-04-08,7,1899-12-31,ZONA SUR,3746,-127.869,-749.714
2020-04-08,28,1900-01-02,ZONA SUR,432,-140.636,-757.292
2020-04-08,42,1900-01-02,ZONA CENTRO,3294,-120.708,-752.089
2020-04-08,82,1900-01-04,ZONA NORTE,74,-8.1,-790.306
2020-04-08,246,1900-01-03,ZONA NORTE,28,-67.669,-798.506
2020-04-08,3016,1900-03-12,ZONA CENTRO,162,-120.453,-770.308
2020-04-08,290,1900-01-12,ZONA NORTE,107,-37.481,-732.442
2020-04-08,41,1899-12-31,ZONA NORTE,57,-51.525,-806.578
2020-04-08,11,1899-12-31,ZONA NORTE,895,-60.347,-769.742
2020-04-08,27,1900-01-03,ZONA NORTE,9,-35.711,-804.592
2020-04-09,57,1900-01-03,ZONA CENTRO,3073,-95.297,-775.292
2020-04-09,77,1900-01-03,ZONA SUR,2429,-163.933,-715.289
2020-04-09,413,1900-01-15,ZONA CENTRO,27,-120.631,-771.469
2020-04-09,55,1900-01-02,ZONA SUR,3439,-135.192,-719.767
2020-04-09,7,1899-12-31,ZONA SUR,3746,-127.869,-749.714
2020-04-09,34,1900-01-01,ZONA SUR,432,-140.636,-757.292
2020-04-09,42,1899-12-31,ZONA CENTRO,3294,-120.708,-752.089
2020-04-09,96,1900-01-05,ZONA NORTE,74,-8.1,-790.306
2020-04-09,302,1900-01-05,ZONA NORTE,28,-67.669,-798.506
2020-04-09,3704,1900-03-22,ZONA CENTRO,162,-120.453,-770.308
2020-04-09,315,1900-01-04,ZONA NORTE,107,-37.481,-732.442
2020-04-09,53,1900-01-02,ZONA NORTE,57,-51.525,-806.578
2020-04-09,15,1899-12-31,ZONA NORTE,895,-60.347,-769.742
2020-04-09,27,1900-01-03,ZONA NORTE,9,-35.711,-804.592
2020-04-10,67,1900-01-03,ZONA CENTRO,3073,-95.297,-775.292
2020-04-10,83,1900-01-03,ZONA SUR,2429,-163.933,-715.289
2020-04-10,465,1900-01-15,ZONA CENTRO,27,-120.631,-771.469
2020-04-10,57,1900-01-02,ZONA SUR,3439,-135.192,-719.767
2020-04-10,7,1899-12-31,ZONA SUR,3746,-127.869,-749.714
2020-04-10,37,1900-01-01,ZONA SUR,432,-140.636,-757.292
2020-04-10,56,1899-12-31,ZONA CENTRO,3294,-120.708,-752.089
2020-04-10,101,1900-01-05,ZONA NORTE,74,-8.1,-790.306
2020-04-10,302,1900-01-31,ZONA NORTE,28,-67.669,-798.506
2020-04-10,4210,1900-03-27,ZONA CENTRO,162,-120.453,-770.308
2020-04-10,315,1900-01-04,ZONA NORTE,107,-37.481,-732.442
2020-04-10,68,1900-01-02,ZONA NORTE,57,-51.525,-806.578
2020-04-10,18,1899-12-31,ZONA NORTE,895,-60.347,-769.742
2020-04-10,27,1900-01-03,ZONA NORTE,9,-35.711,-804.592
2020-04-11,88,1900-01-04,ZONA CENTRO,3073,-95.297,-775.292
2020-04-11,85,1900-01-03,ZONA SUR,2429,-163.933,-715.289
2020-04-11,541,1900-01-15,ZONA CENTRO,27,-120.631,-771.469
2020-04-11,58,1900-01-02,ZONA SUR,3439,-135.192,-719.767
2020-04-11,7,1899-12-31,ZONA SUR,3746,-127.869,-749.714
2020-04-11,47,1900-01-01,ZONA SUR,432,-140.636,-757.292
2020-04-11,58,1899-12-31,ZONA CENTRO,3294,-120.708,-752.089
2020-04-11,108,1900-01-05,ZONA NORTE,74,-8.1,-790.306
2020-04-11,326,1900-02-01,ZONA NORTE,28,-67.669,-798.506
2020-04-11,4933,1900-04-03,ZONA CENTRO,162,-120.453,-770.308
2020-04-11,315,1900-01-05,ZONA NORTE,107,-37.481,-732.442
2020-04-11,91,1900-01-04,ZONA NORTE,57,-51.525,-806.578
2020-04-11,20,1899-12-31,ZONA NORTE,895,-60.347,-769.742
2020-04-11,68,1900-01-03,ZONA NORTE,9,-35.711,-804.592
2020-04-14,124,1900-01-04,ZONA CENTRO,3073,-95.297,-775.292
2020-04-14,99,1900-01-04,ZONA SUR,2429,-163.933,-715.289
2020-04-14,908,1900-01-19,ZONA CENTRO,27,-120.631,-771.469
2020-04-14,106,1900-01-02,ZONA SUR,3439,-135.192,-719.767
2020-04-14,10,1899-12-31,ZONA SUR,3746,-127.869,-749.714
2020-04-14,76,1900-01-01,ZONA SUR,432,-140.636,-757.292
2020-04-14,68,1899-12-31,ZONA CENTRO,3294,-120.708,-752.089
2020-04-14,166,1900-01-06,ZONA NORTE,74,-8.1,-790.306
2020-04-14,427,1900-02-12,ZONA NORTE,28,-67.669,-798.506
2020-04-14,7476,1900-04-23,ZONA CENTRO,162,-120.453,-770.308
2020-04-14,357,1900-01-08,ZONA NORTE,107,-37.481,-732.442
2020-04-14,224,1900-01-13,ZONA NORTE,57,-51.525,-806.578
2020-04-14,23,1899-12-31,ZONA NORTE,895,-60.347,-769.742
2020-04-14,69,1900-01-03,ZONA NORTE,9,-35.711,-804.592
2020-04-15,144,1900-01-04,ZONA CENTRO,3073,-95.297,-775.292
2020-04-15,98,1900-01-04,ZONA SUR,2429,-163.933,-715.289
2020-04-15,20,1899-12-31,ZONA NORTE,2731,-71.547,-785.108
2020-04-15,939,1900-01-23,ZONA CENTRO,27,-120.631,-771.469
2020-04-15,108,1900-01-02,ZONA SUR,3439,-135.192,-719.767
2020-04-15,11,1899-12-31,ZONA SUR,3746,-127.869,-749.714
2020-04-15,101,1900-01-01,ZONA SUR,432,-140.636,-757.292
2020-04-15,79,1899-12-31,ZONA CENTRO,3294,-120.708,-752.089
2020-04-15,184,1900-01-06,ZONA NORTE,74,-8.1,-790.306
2020-04-15,428,1900-02-21,ZONA NORTE,28,-67.669,-798.506
2020-04-15,8412,1900-04-26,ZONA CENTRO,162,-120.453,-770.308
2020-04-15,396,1900-01-09,ZONA NORTE,107,-37.481,-732.442
2020-04-15,229,1900-01-13,ZONA NORTE,57,-51.525,-806.578
2020-04-15,48,1899-12-31,ZONA NORTE,895,-60.347,-769.742
2020-04-15,82,1900-01-09,ZONA NORTE,9,-35.711,-804.592
2020-04-16,171,1900-01-04,ZONA CENTRO,3073,-95.297,-775.292
2020-04-16,111,1900-01-04,ZONA SUR,2429,-163.933,-715.289
2020-04-16,22,1899-12-31,ZONA NORTE,2731,-71.547,-785.108
2020-04-16,1008,1900-01-26,ZONA CENTRO,27,-120.631,-771.469
2020-04-16,109,1900-01-02,ZONA SUR,3439,-135.192,-719.767
2020-04-16,11,1899-12-31,ZONA SUR,3746,-127.869,-749.714
2020-04-16,106,1900-01-01,ZONA SUR,432,-140.636,-757.292
2020-04-16,79,1899-12-31,ZONA CENTRO,3294,-120.708,-752.089
2020-04-16,193,1900-01-08,ZONA NORTE,74,-8.1,-790.306
2020-04-16,571,1900-02-22,ZONA NORTE,28,-67.669,-798.506
2020-04-16,9107,1900-05-08,ZONA CENTRO,162,-120.453,-770.308
2020-04-16,412,1900-01-09,ZONA NORTE,107,-37.481,-732.442
2020-04-16,233,1900-01-13,ZONA NORTE,57,-51.525,-806.578
2020-04-16,47,1899-12-31,ZONA NORTE,895,-60.347,-769.742
2020-04-16,85,1900-01-09,ZONA NORTE,9,-35.711,-804.592
2020-04-16,49,1900-01-01,ZONA CENTRO,162,-83.681,-745.433
2020-04-17,189,1900-01-12,ZONA CENTRO,3073,-95.297,-775.292
2020-04-17,134,1900-01-04,ZONA SUR,2429,-163.933,-715.289
2020-04-17,38,1900-01-01,ZONA NORTE,2731,-71.547,-785.108
2020-04-17,1080,1900-01-26,ZONA CENTRO,27,-120.631,-771.469
2020-04-17,112,1900-01-02,ZONA SUR,3439,-135.192,-719.767
2020-04-17,17,1899-12-31,ZONA SUR,3746,-127.869,-749.714
2020-04-17,119,1900-01-01,ZONA SUR,432,-140.636,-757.292
2020-04-17,101,1899-12-31,ZONA CENTRO,3294,-120.708,-752.089
2020-04-17,194,1900-01-15,ZONA NORTE,74,-8.1,-790.306
2020-04-17,600,1900-03-03,ZONA NORTE,28,-67.669,-798.506
2020-04-17,9793,1900-05-08,ZONA CENTRO,162,-120.453,-770.308
2020-04-17,431,1900-01-09,ZONA NORTE,107,-37.481,-732.442
2020-04-17,264,1900-01-14,ZONA NORTE,57,-51.525,-806.578
2020-04-17,49,1899-12-31,ZONA NORTE,895,-60.347,-769.742
2020-04-17,86,1900-01-09,ZONA NORTE,9,-35.711,-804.592
2020-04-17,56,1900-01-01,ZONA CENTRO,162,-83.681,-745.433
2020-04-18,217,1900-01-12,ZONA CENTRO,3073,-95.297,-775.292
2020-04-18,146,1900-01-04,ZONA SUR,2429,-163.933,-715.289
2020-04-18,52,1900-01-01,ZONA NORTE,2731,-71.547,-785.108
2020-04-18,1180,1900-02-02,ZONA CENTRO,27,-120.631,-771.469
2020-04-18,123,1900-01-02,ZONA SUR,3439,-135.192,-719.767
2020-04-18,18,1899-12-31,ZONA SUR,3746,-127.869,-749.714
2020-04-18,124,1900-01-05,ZONA SUR,432,-140.636,-757.292
2020-04-18,130,1899-12-31,ZONA CENTRO,3294,-120.708,-752.089
2020-04-18,211,1900-01-15,ZONA NORTE,74,-8.1,-790.306
2020-04-18,642,1900-03-15,ZONA NORTE,28,-67.669,-798.506
2020-04-18,10234,1900-05-23,ZONA CENTRO,162,-120.453,-770.308
2020-04-18,485,1900-01-09,ZONA NORTE,107,-37.481,-732.442
2020-04-18,344,1900-01-23,ZONA NORTE,57,-51.525,-806.578
2020-04-18,81,1899-12-31,ZONA NORTE,895,-60.347,-769.742
2020-04-18,86,1900-01-09,ZONA NORTE,9,-35.711,-804.592
2020-04-18,73,1900-01-02,ZONA CENTRO,162,-83.681,-745.433
2020-04-19,251,1900-01-15,ZONA CENTRO,3073,-95.297,-775.292
2020-04-19,192,1900-01-04,ZONA SUR,2429,-163.933,-715.289
2020-04-19,61,1900-01-01,ZONA NORTE,2731,-71.547,-785.108
2020-04-19,1239,1900-02-02,ZONA CENTRO,27,-120.631,-771.469
2020-04-19,130,1900-01-02,ZONA SUR,3439,-135.192,-719.767
2020-04-19,20,1899-12-31,ZONA SUR,3746,-127.869,-749.714
2020-04-19,141,1900-01-05,ZONA SUR,432,-140.636,-757.292
2020-04-19,150,1899-12-31,ZONA CENTRO,3294,-120.708,-752.089
2020-04-19,232,1900-01-16,ZONA NORTE,74,-8.1,-790.306
2020-04-19,671,1900-03-21,ZONA NORTE,28,-67.669,-798.506
2020-04-19,10877,1900-06-17,ZONA CENTRO,162,-120.453,-770.308
2020-04-19,552,1900-01-13,ZONA NORTE,107,-37.481,-732.442
2020-04-19,420,1900-02-05,ZONA NORTE,57,-51.525,-806.578
2020-04-19,94,1899-12-31,ZONA NORTE,895,-60.347,-769.742
2020-04-19,183,1900-01-09,ZONA NORTE,9,-35.711,-804.592
2020-04-19,97,1900-01-02,ZONA CENTRO,162,-83.681,-745.433
2020-04-20,275,1900-01-18,ZONA CENTRO,3073,-95.297,-775.292
2020-04-20,229,1900-01-07,ZONA SUR,2429,-163.933,-715.289
2020-04-20,62,1900-01-01,ZONA NORTE,2731,-71.547,-785.108
2020-04-20,1282,1900-02-03,ZONA CENTRO,27,-120.631,-771.469
2020-04-20,130,1900-01-02,ZONA SUR,3439,-135.192,-719.767
2020-04-20,21,1899-12-31,ZONA SUR,3746,-127.869,-749.714
2020-04-20,145,1900-01-05,ZONA SUR,432,-140.636,-757.292
2020-04-20,155,1899-12-31,ZONA CENTRO,3294,-120.708,-752.089
2020-04-20,253,1900-01-16,ZONA NORTE,74,-8.1,-790.306
2020-04-20,675,1900-03-29,ZONA NORTE,28,-67.669,-798.506
2020-04-20,11297,1900-07-17,ZONA CENTRO,162,-120.453,-770.308
2020-04-20,585,1900-01-13,ZONA NORTE,107,-37.481,-732.442
2020-04-20,436,1900-02-05,ZONA NORTE,57,-51.525,-806.578
2020-04-20,94,1899-12-31,ZONA NORTE,895,-60.347,-769.742
2020-04-20,184,1900-01-09,ZONA NORTE,9,-35.711,-804.592
2020-04-20,120,1900-01-02,ZONA CENTRO,162,-83.681,-745.433
2020-04-21,334,1900-01-22,ZONA CENTRO,3073,-95.297,-775.292
2020-04-21,273,1900-01-07,ZONA SUR,2429,-163.933,-715.289
2020-04-21,73,1900-01-01,ZONA NORTE,2731,-71.547,-785.108
2020-04-21,1369,1900-02-04,ZONA CENTRO,27,-120.631,-771.469
2020-04-21,132,1900-01-02,ZONA SUR,3439,-135.192,-719.767
2020-04-21,16,1899-12-31,ZONA SUR,3746,-127.869,-749.714
2020-04-21,195,1900-01-05,ZONA SUR,432,-140.636,-757.292
2020-04-21,178,1899-12-31,ZONA CENTRO,3294,-120.708,-752.089
2020-04-21,303,1900-01-16,ZONA NORTE,74,-8.1,-790.306
2020-04-21,741,1900-03-30,ZONA NORTE,28,-67.669,-798.506
2020-04-21,12256,1900-08-14,ZONA CENTRO,162,-120.453,-770.308
2020-04-21,617,1900-01-18,ZONA NORTE,107,-37.481,-732.442
2020-04-21,475,1900-02-05,ZONA NORTE,57,-51.525,-806.578
2020-04-21,100,1899-12-31,ZONA NORTE,895,-60.347,-769.742
2020-04-21,198,1900-01-09,ZONA NORTE,9,-35.711,-804.592
2020-04-21,149,1900-01-02,ZONA CENTRO,162,-83.681,-745.433
2020-04-22,365,1900-01-25,ZONA CENTRO,3073,-95.297,-775.292
2020-04-22,276,1900-01-07,ZONA SUR,2429,-163.933,-715.289
2020-04-22,78,1900-01-01,ZONA NORTE,2731,-71.547,-785.108
2020-04-22,1416,1900-02-07,ZONA CENTRO,27,-120.631,-771.469
2020-04-22,147,1900-01-02,ZONA SUR,3439,-135.192,-719.767
2020-04-22,19,1899-12-31,ZONA SUR,3746,-127.869,-749.714
2020-04-22,213,1900-01-05,ZONA SUR,432,-140.636,-757.292
2020-04-22,207,1899-12-31,ZONA CENTRO,3294,-120.708,-752.089
2020-04-22,318,1900-01-16,ZONA NORTE,74,-8.1,-790.306
2020-04-22,864,1900-04-06,ZONA NORTE,28,-67.669,-798.506
2020-04-22,13214,1900-09-03,ZONA CENTRO,162,-120.453,-770.308
2020-04-22,653,1900-01-22,ZONA NORTE,107,-37.481,-732.442
2020-04-22,46,1899-12-31,ZONA CENTRO,4373,-106.825,-762.569
2020-04-22,514,1900-02-13,ZONA NORTE,57,-51.525,-806.578
2020-04-22,107,1899-12-31,ZONA NORTE,895,-60.347,-769.742
2020-04-22,205,1900-01-09,ZONA NORTE,9,-35.711,-804.592
2020-04-22,172,1900-01-02,ZONA CENTRO,162,-83.681,-745.433
2020-04-23,352,1900-01-27,ZONA CENTRO,3073,-95.297,-775.292
2020-04-23,291,1900-01-07,ZONA SUR,2429,-163.933,-715.289
2020-04-23,90,1900-01-01,ZONA NORTE,2731,-71.547,-785.108
2020-04-23,1536,1900-02-07,ZONA CENTRO,27,-120.631,-771.469
2020-04-23,158,1900-01-02,ZONA SUR,3439,-135.192,-719.767
2020-04-23,21,1899-12-31,ZONA SUR,3746,-127.869,-749.714
2020-04-23,248,1900-01-05,ZONA SUR,432,-140.636,-757.292
2020-04-23,206,1899-12-31,ZONA CENTRO,3294,-120.708,-752.089
2020-04-23,391,1900-01-16,ZONA NORTE,74,-8.1,-790.306
2020-04-23,968,1900-04-20,ZONA NORTE,28,-67.669,-798.506
2020-04-23,14300,1900-09-23,ZONA CENTRO,162,-120.453,-770.308
2020-04-23,700,1900-01-22,ZONA NORTE,107,-37.481,-732.442
2020-04-23,48,1899-12-31,ZONA CENTRO,4373,-106.825,-762.569
2020-04-23,568,1900-02-13,ZONA NORTE,57,-51.525,-806.578
2020-04-23,111,1899-12-31,ZONA NORTE,895,-60.347,-769.742
2020-04-23,233,1900-01-15,ZONA NORTE,9,-35.711,-804.592
2020-04-23,210,1900-01-02,ZONA CENTRO,162,-83.681,-745.433
2020-04-24,361,1900-01-28,ZONA CENTRO,3073,-95.297,-775.292
2020-04-24,311,1900-01-09,ZONA SUR,2429,-163.933,-715.289
2020-04-24,92,1900-01-01,ZONA NORTE,2731,-71.547,-785.108
2020-04-24,1591,1900-02-08,ZONA CENTRO,27,-120.631,-771.469
2020-04-24,160,1900-01-02,ZONA SUR,3439,-135.192,-719.767
2020-04-24,23,1899-12-31,ZONA SUR,3746,-127.869,-749.714
2020-04-24,116,1899-12-31,ZONA CENTRO,1921,-9.93,-762.397
2020-04-24,258,1900-01-05,ZONA SUR,432,-140.636,-757.292
2020-04-24,219,1900-01-03,ZONA CENTRO,3294,-120.708,-752.089
2020-04-24,410,1900-01-22,ZONA NORTE,74,-8.1,-790.306
2020-04-24,974,1900-04-28,ZONA NORTE,28,-67.669,-798.506
2020-04-24,14814,1900-10-16,ZONA CENTRO,162,-120.453,-770.308
2020-04-24,708,1900-01-28,ZONA NORTE,107,-37.481,-732.442
