date,confirmed,deaths,zone,altitude,lat,lon
2020-06-08,4494,1900-03-05,ZONA SUR,2429,-163.933,-715.289
2020-06-08,915,1900-01-07,ZONA SUR,2797,-131.603,-742.253
2020-06-08,947,1900-01-10,ZONA NORTE,2731,-71.547,-785.108
2020-06-08,14017,1901-01-25,ZONA CENTRO,27,-120.631,-771.469
2020-06-08,1260,1900-01-04,ZONA SUR,3439,-135.192,-719.767
2020-06-08,569,1900-01-03,ZONA SUR,3746,-127.869,-749.714
2020-06-08,1183,1900-01-17,ZONA CENTRO,1921,-9.93,-762.397
2020-06-08,4375,1900-10-18,ZONA SUR,432,-140.636,-757.292
2020-06-08,2194,1900-01-24,ZONA CENTRO,3294,-120.708,-752.089
2020-06-08,5916,1900-09-08,ZONA NORTE,74,-8.1,-790.306
2020-06-08,9933,1901-09-26,ZONA NORTE,28,-67.669,-798.506
2020-06-08,118036,1906-06-06,ZONA CENTRO,162,-120.453,-770.308
2020-06-08,6349,1900-11-02,ZONA NORTE,107,-37.481,-732.442
2020-06-08,749,1900-01-10,ZONA SUR,204,-125.936,-691.767
2020-06-08,712,1900-01-03,ZONA SUR,1428,-171.942,-709.333
2020-06-08,643,1900-01-10,ZONA CENTRO,4373,-106.825,-762.569
2020-06-08,10886,1901-07-26,ZONA NORTE,57,-51.525,-806.578
2020-06-08,471,1900-01-08,ZONA SUR,3848,-158.403,-700.281
2020-06-08,1952,1900-02-06,ZONA NORTE,895,-60.347,-769.742
2020-06-08,535,1900-01-04,ZONA SUR,583,-180.019,-702.519
2020-06-08,1585,1900-03-31,ZONA NORTE,9,-35.711,-804.592
2020-06-08,5421,1900-04-26,ZONA CENTRO,162,-83.681,-745.433
2020-06-09,873,1900-01-26,ZONA NORTE,2338,-62.294,-778.728
2020-06-09,5582,1900-11-22,ZONA CENTRO,3073,-95.297,-775.292
2020-06-09,295,1900-01-06,ZONA SUR,2500,-136.289,-728.861
2020-06-09,4566,1900-03-11,ZONA SUR,2429,-163.933,-715.289
2020-06-09,958,1900-01-07,ZONA SUR,2797,-131.603,-742.253
2020-06-09,984,1900-01-10,ZONA NORTE,2731,-71.547,-785.108
2020-06-09,14284,1901-02-04,ZONA CENTRO,27,-120.631,-771.469
2020-06-09,1274,1900-01-04,ZONA SUR,3439,-135.192,-719.767
2020-06-09,579,1900-01-04,ZONA SUR,3746,-127.869,-749.714
2020-06-09,1215,1900-01-17,ZONA CENTRO,1921,-9.93,-762.397
2020-06-09,4530,1900-10-24,ZONA SUR,432,-140.636,-757.292
2020-06-09,2249,1900-01-27,ZONA CENTRO,3294,-120.708,-752.089
2020-06-09,6082,1900-09-18,ZONA NORTE,74,-8.1,-790.306
2020-06-09,10100,1901-09-27,ZONA NORTE,28,-67.669,-798.506
2020-06-09,120183,1906-09-14,ZONA CENTRO,162,-120.453,-770.308
2020-06-09,6506,1900-11-03,ZONA NORTE,107,-37.481,-732.442
2020-06-09,807,1900-01-11,ZONA SUR,204,-125.936,-691.767
2020-06-09,715,1900-01-03,ZONA SUR,1428,-171.942,-709.333
2020-06-09,656,1900-01-11,ZONA CENTRO,4373,-106.825,-762.569
2020-06-09,11067,1901-08-06,ZONA NORTE,57,-51.525,-806.578
2020-06-09,476,1900-01-08,ZONA SUR,3848,-158.403,-700.281
2020-06-09,2052,1900-02-08,ZONA NORTE,895,-60.347,-769.742
2020-06-09,547,1900-01-04,ZONA SUR,583,-180.019,-702.519
2020-06-09,1631,1900-04-02,ZONA NORTE,9,-35.711,-804.592
2020-06-09,5525,1900-04-27,ZONA CENTRO,162,-83.681,-745.433
2020-06-10,926,1900-01-26,ZONA NORTE,2338,-62.294,-778.728
2020-06-10,5736,1900-11-30,ZONA CENTRO,3073,-95.297,-775.292
2020-06-10,314,1900-01-06,ZONA SUR,2500,-136.289,-728.861
2020-06-10,4620,1900-03-21,ZONA SUR,2429,-163.933,-715.289
2020-06-10,995,1900-01-07,ZONA SUR,2797,-131.603,-742.253
2020-06-10,1013,1900-01-12,ZONA NORTE,2731,-71.547,-785.108
2020-06-10,14489,1901-02-13,ZONA CENTRO,27,-120.631,-771.469
2020-06-10,1309,1900-01-04,ZONA SUR,3439,-135.192,-719.767
2020-06-10,602,1900-01-04,ZONA SUR,3746,-127.869,-749.714
2020-06-10,1254,1900-01-18,ZONA CENTRO,1921,-9.93,-762.397
2020-06-10,4713,1900-11-01,ZONA SUR,432,-140.636,-757.292
2020-06-10,2298,1900-01-28,ZONA CENTRO,3294,-120.708,-752.089
2020-06-10,6311,1900-09-29,ZONA NORTE,74,-8.1,-790.306
2020-06-10,10286,1901-10-03,ZONA NORTE,28,-67.669,-798.506
2020-06-10,122883,1906-12-17,ZONA CENTRO,162,-120.453,-770.308
2020-06-10,6719,1900-11-04,ZONA NORTE,107,-37.481,-732.442
2020-06-10,832,1900-01-12,ZONA SUR,204,-125.936,-691.767
2020-06-10,724,1900-01-04,ZONA SUR,1428,-171.942,-709.333
2020-06-10,679,1900-01-12,ZONA CENTRO,4373,-106.825,-762.569
2020-06-10,11520,1901-08-15,ZONA NORTE,57,-51.525,-806.578
2020-06-10,497,1900-01-08,ZONA SUR,3848,-158.403,-700.281
2020-06-10,2206,1900-02-09,ZONA NORTE,895,-60.347,-769.742
2020-06-10,563,1900-01-04,ZONA SUR,583,-180.019,-702.519
2020-06-10,1686,1900-04-02,ZONA NORTE,9,-35.711,-804.592
2020-06-10,5648,1900-04-28,ZONA CENTRO,162,-83.681,-745.433
2020-06-11,995,1900-01-26,ZONA NORTE,2338,-62.294,-778.728
2020-06-11,5885,1900-12-05,ZONA CENTRO,3073,-95.297,-775.292
2020-06-11,319,1900-01-06,ZONA SUR,2500,-136.289,-728.861
2020-06-11,4764,1900-03-25,ZONA SUR,2429,-163.933,-715.289
2020-06-11,1028,1900-01-10,ZONA SUR,2797,-131.603,-742.253
2020-06-11,1062,1900-01-12,ZONA NORTE,2731,-71.547,-785.108
2020-06-11,14830,1901-02-21,ZONA CENTRO,27,-120.631,-771.469
2020-06-11,1344,1900-01-04,ZONA SUR,3439,-135.192,-719.767
2020-06-11,612,1900-01-04,ZONA SUR,3746,-127.869,-749.714
2020-06-11,1287,1900-01-21,ZONA CENTRO,1921,-9.93,-762.397
2020-06-11,4893,1900-11-12,ZONA SUR,432,-140.636,-757.292
2020-06-11,2393,1900-02-02,ZONA CENTRO,3294,-120.708,-752.089
2020-06-11,6642,1900-10-12,ZONA NORTE,74,-8.1,-790.306
2020-06-11,10532,1901-10-09,ZONA NORTE,28,-67.669,-798.506
2020-06-11,125640,1907-04-28,ZONA CENTRO,162,-120.453,-770.308
2020-06-11,7000,1900-11-06,ZONA NORTE,107,-37.481,-732.442
2020-06-11,903,1900-01-14,ZONA SUR,204,-125.936,-691.767
2020-06-11,728,1900-01-04,ZONA SUR,1428,-171.942,-709.333
2020-06-11,700,1900-01-12,ZONA CENTRO,4373,-106.825,-762.569
2020-06-11,12177,1901-08-23,ZONA NORTE,57,-51.525,-806.578
2020-06-11,526,1900-01-08,ZONA SUR,3848,-158.403,-700.281
2020-06-11,2306,1900-02-10,ZONA NORTE,895,-60.347,-769.742
2020-06-11,572,1900-01-04,ZONA SUR,583,-180.019,-702.519
2020-06-11,1736,1900-04-04,ZONA NORTE,9,-35.711,-804.592
2020-06-11,5914,1900-04-29,ZONA CENTRO,162,-83.681,-745.433
2020-06-12,1033,1900-01-27,ZONA NORTE,2338,-62.294,-778.728
2020-06-12,6000,1900-12-12,ZONA CENTRO,3073,-95.297,-775.292
2020-06-12,331,1900-01-06,ZONA SUR,2500,-136.289,-728.861
2020-06-12,4881,1900-04-04,ZONA SUR,2429,-163.933,-715.289
2020-06-12,1071,1900-01-10,ZONA SUR,2797,-131.603,-742.253
2020-06-12,1135,1900-01-13,ZONA NORTE,2731,-71.547,-785.108
2020-06-12,15200,1901-03-09,ZONA CENTRO,27,-120.631,-771.469
2020-06-12,1368,1900-01-05,ZONA SUR,3439,-135.192,-719.767
2020-06-12,635,1900-01-04,ZONA SUR,3746,-127.869,-749.714
2020-06-12,1363,1900-01-23,ZONA CENTRO,1921,-9.93,-762.397
2020-06-12,5101,1900-11-23,ZONA SUR,432,-140.636,-757.292
2020-06-12,2483,1900-02-05,ZONA CENTRO,3294,-120.708,-752.089
2020-06-12,6830,1900-10-29,ZONA NORTE,74,-8.1,-790.306
2020-06-12,10791,1901-10-17,ZONA NORTE,28,-67.669,-798.506
2020-06-12,128700,1907-08-15,ZONA CENTRO,162,-120.453,-770.308
2020-06-12,7167,1900-11-06,ZONA NORTE,107,-37.481,-732.442
2020-06-12,945,1900-01-14,ZONA SUR,204,-125.936,-691.767
2020-06-12,738,1900-01-05,ZONA SUR,1428,-171.942,-709.333
2020-06-12,729,1900-01-12,ZONA CENTRO,4373,-106.825,-762.569
2020-06-12,12768,1901-08-27,ZONA NORTE,57,-51.525,-806.578
2020-06-12,545,1900-01-09,ZONA SUR,3848,-158.403,-700.281
2020-06-12,2454,1900-02-14,ZONA NORTE,895,-60.347,-769.742
2020-06-12,582,1900-01-04,ZONA SUR,583,-180.019,-702.519
2020-06-12,1814,1900-04-05,ZONA NORTE,9,-35.711,-804.592
2020-06-12,6085,1900-05-01,ZONA CENTRO,162,-83.681,-745.433
2020-06-13,1102,1900-01-28,ZONA NORTE,2338,-62.294,-778.728
2020-06-13,6155,1900-12-23,ZONA CENTRO,3073,-95.297,-775.292
2020-06-13,346,1900-01-06,ZONA SUR,2500,-136.289,-728.861
2020-06-13,5002,1900-04-15,ZONA SUR,2429,-163.933,-715.289
2020-06-13,1102,1900-01-10,ZONA SUR,2797,-131.603,-742.253
2020-06-13,1199,1900-01-15,ZONA NORTE,2731,-71.547,-785.108
2020-06-13,15556,1901-03-14,ZONA CENTRO,27,-120.631,-771.469
2020-06-13,1419,1900-01-06,ZONA SUR,3439,-135.192,-719.767
2020-06-13,654,1900-01-04,ZONA SUR,3746,-127.869,-749.714
2020-06-13,1433,1900-01-26,ZONA CENTRO,1921,-9.93,-762.397
2020-06-13,5345,1900-11-30,ZONA SUR,432,-140.636,-757.292
2020-06-13,2545,1900-02-05,ZONA CENTRO,3294,-120.708,-752.089
2020-06-13,7026,1900-11-12,ZONA NORTE,74,-8.1,-790.306
2020-06-13,11059,1901-10-20,ZONA NORTE,28,-67.669,-798.506
2020-06-13,129865,1907-12-03,ZONA CENTRO,162,-120.453,-770.308
2020-06-13,7478,1900-11-10,ZONA NORTE,107,-37.481,-732.442
2020-06-13,995,1900-01-15,ZONA SUR,204,-125.936,-691.767
2020-06-13,744,1900-01-05,ZONA SUR,1428,-171.942,-709.333
2020-06-13,747,1900-01-12,ZONA CENTRO,4373,-106.825,-762.569
2020-06-13,13411,1901-09-03,ZONA NORTE,57,-51.525,-806.578
2020-06-13,556,1900-01-11,ZONA SUR,3848,-158.403,-700.281
2020-06-13,2674,1900-02-21,ZONA NORTE,895,-60.347,-769.742
2020-06-13,596,1900-01-04,ZONA SUR,583,-180.019,-702.519
2020-06-13,1879,1900-04-06,ZONA NORTE,9,-35.711,-804.592
2020-06-13,6244,1900-05-01,ZONA CENTRO,162,-83.681,-745.433
2020-06-14,1170,1900-01-28,ZONA NORTE,2338,-62.294,-778.728
2020-06-14,6294,1901-01-05,ZONA CENTRO,3073,-95.297,-775.292
2020-06-14,348,1900-01-07,ZONA SUR,2500,-136.289,-728.861
2020-06-14,5115,1900-04-18,ZONA SUR,2429,-163.933,-715.289
2020-06-14,1157,1900-01-10,ZONA SUR,2797,-131.603,-742.253
2020-06-14,1279,1900-01-15,ZONA NORTE,2731,-71.547,-785.108
2020-06-14,15807,1901-03-27,ZONA CENTRO,27,-120.631,-771.469
2020-06-14,1436,1900-01-08,ZONA SUR,3439,-135.192,-719.767
2020-06-14,659,1900-01-05,ZONA SUR,3746,-127.869,-749.714
2020-06-14,1494,1900-01-27,ZONA CENTRO,1921,-9.93,-762.397
2020-06-14,5456,1900-12-11,ZONA SUR,432,-140.636,-757.292
2020-06-14,2626,1900-02-11,ZONA CENTRO,3294,-120.708,-752.089
2020-06-14,7239,1900-11-27,ZONA NORTE,74,-8.1,-790.306
2020-06-14,11276,1901-10-24,ZONA NORTE,28,-67.669,-798.506
2020-06-14,132186,1908-03-06,ZONA CENTRO,162,-120.453,-770.308
2020-06-14,7629,1900-11-11,ZONA NORTE,107,-37.481,-732.442
2020-06-14,1047,1900-01-17,ZONA SUR,204,-125.936,-691.767
2020-06-14,746,1900-01-05,ZONA SUR,1428,-171.942,-709.333
2020-06-14,759,1900-01-12,ZONA CENTRO,4373,-106.825,-762.569
2020-06-14,13799,1901-09-14,ZONA NORTE,57,-51.525,-806.578
2020-06-14,566,1900-01-12,ZONA SUR,3848,-158.403,-700.281
2020-06-14,2754,1900-02-27,ZONA NORTE,895,-60.347,-769.742
2020-06-14,607,1900-01-04,ZONA SUR,583,-180.019,-702.519
2020-06-14,1937,1900-04-07,ZONA NORTE,9,-35.711,-804.592
2020-06-14,6350,1900-05-05,ZONA CENTRO,162,-83.681,-745.433
2020-06-15,1179,1900-01-28,ZONA NORTE,2338,-62.294,-778.728
2020-06-15,6410,1901-01-12,ZONA CENTRO,3073,-95.297,-775.292
2020-06-15,351,1900-01-08,ZONA SUR,2500,-136.289,-728.861
2020-06-15,5195,1900-04-24,ZONA SUR,2429,-163.933,-715.289
2020-06-15,1171,1900-01-10,ZONA SUR,2797,-131.603,-742.253
2020-06-15,1314,1900-01-15,ZONA NORTE,2731,-71.547,-785.108
2020-06-15,15955,1901-04-08,ZONA CENTRO,27,-120.631,-771.469
2020-06-15,1449,1900-01-09,ZONA SUR,3439,-135.192,-719.767
2020-06-15,663,1900-01-05,ZONA SUR,3746,-127.869,-749.714
2020-06-15,1527,1900-01-29,ZONA CENTRO,1921,-9.93,-762.397
2020-06-15,5534,1900-12-18,ZONA SUR,432,-140.636,-757.292
2020-06-15,2680,1900-02-14,ZONA CENTRO,3294,-120.708,-752.089
2020-06-15,7391,1900-12-13,ZONA NORTE,74,-8.1,-790.306
2020-06-15,11394,1901-10-29,ZONA NORTE,28,-67.669,-798.506
2020-06-15,134008,1908-06-09,ZONA CENTRO,162,-120.453,-770.308
2020-06-15,7737,1900-11-11,ZONA NORTE,107,-37.481,-732.442
2020-06-15,1050,1900-01-18,ZONA SUR,204,-125.936,-691.767
2020-06-15,747,1900-01-05,ZONA SUR,1428,-171.942,-709.333
2020-06-15,794,1900-01-13,ZONA CENTRO,4373,-106.825,-762.569
2020-06-15,14046,1901-09-22,ZONA NORTE,57,-51.525,-806.578
2020-06-15,585,1900-01-12,ZONA SUR,3848,-158.403,-700.281
2020-06-15,2826,1900-03-03,ZONA NORTE,895,-60.347,-769.742
2020-06-15,611,1900-01-05,ZONA SUR,583,-180.019,-702.519
2020-06-15,1975,1900-04-08,ZONA NORTE,9,-35.711,-804.592
2020-06-15,6400,1900-05-06,ZONA CENTRO,162,-83.681,-745.433
2020-06-16,1349,1900-01-29,ZONA NORTE,2338,-62.294,-778.728
2020-06-16,6509,1901-01-21,ZONA CENTRO,3073,-95.297,-775.292
2020-06-16,353,1900-01-08,ZONA SUR,2500,-136.289,-728.861
2020-06-16,5280,1900-04-30,ZONA SUR,2429,-163.933,-715.289
2020-06-16,1220,1900-01-10,ZONA SUR,2797,-131.603,-742.253
2020-06-16,1350,1900-01-16,ZONA NORTE,2731,-71.547,-785.108
2020-06-16,16115,1901-04-21,ZONA CENTRO,27,-120.631,-771.469
2020-06-16,1458,1900-01-10,ZONA SUR,3439,-135.192,-719.767
2020-06-16,679,1900-01-06,ZONA SUR,3746,-127.869,-749.714
2020-06-16,1593,1900-01-30,ZONA CENTRO,1921,-9.93,-762.397
2020-06-16,5653,1900-12-21,ZONA SUR,432,-140.636,-757.292
2020-06-16,2726,1900-02-14,ZONA CENTRO,3294,-120.708,-752.089
2020-06-16,7579,1900-12-30,ZONA NORTE,74,-8.1,-790.306
2020-06-16,11576,1901-11-04,ZONA NORTE,28,-67.669,-798.506
2020-06-16,136464,1908-09-30,ZONA CENTRO,162,-120.453,-770.308
2020-06-16,7781,1900-11-13,ZONA NORTE,107,-37.481,-732.442
2020-06-16,1096,1900-01-18,ZONA SUR,204,-125.936,-691.767
2020-06-16,768,1900-01-05,ZONA SUR,1428,-171.942,-709.333
2020-06-16,817,1900-01-14,ZONA CENTRO,4373,-106.825,-762.569
2020-06-16,14220,1901-10-03,ZONA NORTE,57,-51.525,-806.578
2020-06-16,589,1900-01-12,ZONA SUR,3848,-158.403,-700.281
2020-06-16,2911,1900-03-06,ZONA NORTE,895,-60.347,-769.742
2020-06-16,624,1900-01-05,ZONA SUR,583,-180.019,-702.519
2020-06-16,2008,1900-04-13,ZONA NORTE,9,-35.711,-804.592
2020-06-16,6438,1900-05-08,ZONA CENTRO,162,-83.681,-745.433
2020-06-17,1407,1900-01-29,ZONA NORTE,2338,-62.294,-778.728
2020-06-17,6649,1901-01-28,ZONA CENTRO,3073,-95.297,-775.292
2020-06-17,402,1900-01-09,ZONA SUR,2500,-136.289,-728.861
2020-06-17,5336,1900-05-13,ZONA SUR,2429,-163.933,-715.289
2020-06-17,1296,1900-01-10,ZONA SUR,2797,-131.603,-742.253
2020-06-17,1378,1900-01-17,ZONA NORTE,2731,-71.547,-785.108
2020-06-17,16224,1901-05-12,ZONA CENTRO,27,-120.631,-771.469
2020-06-17,1469,1900-01-10,ZONA SUR,3439,-135.192,-719.767
2020-06-17,751,1900-01-08,ZONA SUR,3746,-127.869,-749.714
2020-06-17,1614,1900-02-03,ZONA CENTRO,1921,-9.93,-762.397
2020-06-17,5745,1901-01-06,ZONA SUR,432,-140.636,-757.292
2020-06-17,2771,1900-02-18,ZONA CENTRO,3294,-120.708,-752.089
2020-06-17,7714,1901-01-18,ZONA NORTE,74,-8.1,-790.306
2020-06-17,11699,1901-11-10,ZONA NORTE,28,-67.669,-798.506
2020-06-17,138203,1908-12-21,ZONA CENTRO,162,-120.453,-770.308
2020-06-17,7849,1900-11-15,ZONA NORTE,107,-37.481,-732.442
2020-06-17,1184,1900-01-18,ZONA SUR,204,-125.936,-691.767
2020-06-17,829,1900-01-05,ZONA SUR,1428,-171.942,-709.333
2020-06-17,826,1900-01-15,ZONA CENTRO,4373,-106.825,-762.569
2020-06-17,14413,1901-10-12,ZONA NORTE,57,-51.525,-806.578
2020-06-17,694,1900-01-12,ZONA SUR,3848,-158.403,-700.281
2020-06-17,3015,1900-03-12,ZONA NORTE,895,-60.347,-769.742
2020-06-17,680,1900-01-06,ZONA SUR,583,-180.019,-702.519
2020-06-17,2115,1900-04-15,ZONA NORTE,9,-35.711,-804.592
2020-06-17,6645,1900-05-12,ZONA CENTRO,162,-83.681,-745.433
2020-06-18,1440,1900-01-30,ZONA NORTE,2338,-62.294,-778.728
2020-06-18,6746,1901-01-31,ZONA CENTRO,3073,-95.297,-775.292
2020-06-18,410,1900-01-09,ZONA SUR,2500,-136.289,-728.861
2020-06-18,5454,1900-05-24,ZONA SUR,2429,-163.933,-715.289
2020-06-18,1331,1900-01-10,ZONA SUR,2797,-131.603,-742.253
2020-06-18,1422,1900-01-17,ZONA NORTE,2731,-71.547,-785.108
2020-06-18,16458,1901-05-20,ZONA CENTRO,27,-120.631,-771.469
2020-06-18,1494,1900-01-12,ZONA SUR,3439,-135.192,-719.767
2020-06-18,753,1900-01-08,ZONA SUR,3746,-127.869,-749.714
2020-06-18,1657,1900-02-04,ZONA CENTRO,1921,-9.93,-762.397
2020-06-18,5865,1901-01-17,ZONA SUR,432,-140.636,-757.292
2020-06-18,2869,1900-02-20,ZONA CENTRO,3294,-120.708,-752.089
2020-06-18,7839,1901-02-03,ZONA NORTE,74,-8.1,-790.306
2020-06-18,11883,1901-11-18,ZONA NORTE,28,-67.669,-798.506
2020-06-18,139869,1909-04-12,ZONA CENTRO,162,-120.453,-770.308
2020-06-18,7953,1900-11-16,ZONA NORTE,107,-37.481,-732.442
2020-06-18,1229,1900-01-19,ZONA SUR,204,-125.936,-691.767
2020-06-18,833,1900-01-06,ZONA SUR,1428,-171.942,-709.333
2020-06-18,829,1900-01-15,ZONA CENTRO,4373,-106.825,-762.569
2020-06-18,14659,1901-10-22,ZONA NORTE,57,-51.525,-806.578
2020-06-18,701,1900-01-13,ZONA SUR,3848,-158.403,-700.281
2020-06-18,3110,1900-03-20,ZONA NORTE,895,-60.347,-769.742
2020-06-18,688,1900-01-06,ZONA SUR,583,-180.019,-702.519
2020-06-18,2136,1900-04-17,ZONA NORTE,9,-35.711,-804.592
2020-06-18,6760,1900-05-17,ZONA CENTRO,162,-83.681,-745.433
2020-06-19,1483,1900-01-31,ZONA NORTE,2338,-62.294,-778.728
2020-06-19,6877,1901-02-06,ZONA CENTRO,3073,-95.297,-775.292
2020-06-19,412,1900-01-10,ZONA SUR,2500,-136.289,-728.861
2020-06-19,5533,1900-06-02,ZONA SUR,2429,-163.933,-715.289
2020-06-19,1375,1900-01-12,ZONA SUR,2797,-131.603,-742.253
2020-06-19,1474,1900-01-18,ZONA NORTE,2731,-71.547,-785.108
2020-06-19,16678,1901-05-27,ZONA CENTRO,27,-120.631,-771.469
2020-06-19,1508,1900-01-12,ZONA SUR,3439,-135.192,-719.767
2020-06-19,756,1900-01-08,ZONA SUR,3746,-127.869,-749.714
2020-06-19,1718,1900-02-06,ZONA CENTRO,1921,-9.93,-762.397
2020-06-19,5968,1901-01-25,ZONA SUR,432,-140.636,-757.292
2020-06-19,2944,1900-03-25,ZONA CENTRO,3294,-120.708,-752.089
2020-06-19,8060,1901-02-17,ZONA NORTE,74,-8.1,-790.306
2020-06-19,12069,1901-11-24,ZONA NORTE,28,-67.669,-798.506
2020-06-19,141512,1909-07-16,ZONA CENTRO,162,-120.453,-770.308
2020-06-19,8051,1900-11-19,ZONA NORTE,107,-37.481,-732.442
2020-06-19,1265,1900-01-20,ZONA SUR,204,-125.936,-691.767
2020-06-19,835,1900-01-07,ZONA SUR,1428,-171.942,-709.333
2020-06-19,841,1900-01-15,ZONA CENTRO,4373,-106.825,-762.569
2020-06-19,14902,1901-10-28,ZONA NORTE,57,-51.525,-806.578
2020-06-19,710,1900-01-13,ZONA SUR,3848,-158.403,-700.281
2020-06-19,3250,1900-03-23,ZONA NORTE,895,-60.347,-769.742
2020-06-19,692,1900-01-06,ZONA SUR,583,-180.019,-702.519
2020-06-19,2195,1900-04-17,ZONA NORTE,9,-35.711,-804.592
2020-06-19,6817,1900-05-17,ZONA CENTRO,162,-83.681,-745.433
2020-06-20,1565,1900-02-01,ZONA NORTE,2338,-62.294,-778.728
2020-06-20,7002,1901-02-14,ZONA CENTRO,3073,-95.297,-775.292
2020-06-20,441,1900-01-10,ZONA SUR,2500,-136.289,-728.861
2020-06-20,5654,1900-06-07,ZONA SUR,2429,-163.933,-715.289
2020-06-20,1454,1900-01-12,ZONA SUR,2797,-131.603,-742.253
2020-06-20,1518,1900-01-19,ZONA NORTE,2731,-71.547,-785.108
2020-06-20,16844,1901-06-10,ZONA CENTRO,27,-120.631,-771.469
2020-06-20,1520,1900-01-12,ZONA SUR,3439,-135.192,-719.767
2020-06-20,799,1900-01-08,ZONA SUR,3746,-127.869,-749.714
2020-06-20,1770,1900-02-08,ZONA CENTRO,1921,-9.93,-762.397
2020-06-20,6048,1901-02-01,ZONA SUR,432,-140.636,-757.292
2020-06-20,3000,1900-04-15,ZONA CENTRO,3294,-120.708,-752.089
2020-06-20,8185,1901-03-06,ZONA NORTE,74,-8.1,-790.306
2020-06-20,12175,1901-11-30,ZONA NORTE,28,-67.669,-798.506
2020-06-20,143017,1909-10-19,ZONA CENTRO,162,-120.453,-770.308
2020-06-20,8195,1900-11-21,ZONA NORTE,107,-37.481,-732.442
2020-06-20,1307,1900-01-21,ZONA SUR,204,-125.936,-691.767
2020-06-20,843,1900-01-07,ZONA SUR,1428,-171.942,-709.333
2020-06-20,856,1900-01-15,ZONA CENTRO,4373,-106.825,-762.569
2020-06-20,15123,1901-11-13,ZONA NORTE,57,-51.525,-806.578
2020-06-20,753,1900-01-14,ZONA SUR,3848,-158.403,-700.281
2020-06-20,3383,1900-03-23,ZONA NORTE,895,-60.347,-769.742
2020-06-20,738,1900-01-07,ZONA SUR,583,-180.019,-702.519
2020-06-20,2233,1900-04-18,ZONA NORTE,9,-35.711,-804.592
2020-06-20,6915,1900-05-19,ZONA CENTRO,162,-83.681,-745.433
2020-06-21,1595,1900-02-01,ZONA NORTE,2338,-62.294,-778.728
2020-06-21,7133,1901-02-22,ZONA CENTRO,3073,-95.297,-775.292
2020-06-21,457,1900-01-11,ZONA SUR,2500,-136.289,-728.861
2020-06-21,5744,1900-06-14,ZONA SUR,2429,-163.933,-715.289
2020-06-21,1522,1900-01-12,ZONA SUR,2797,-131.603,-742.253
2020-06-21,1568,1900-01-21,ZONA NORTE,2731,-71.547,-785.108
2020-06-21,16986,1901-06-24,ZONA CENTRO,27,-120.631,-771.469
2020-06-21,1561,1900-01-12,ZONA SUR,3439,-135.192,-719.767
2020-06-21,810,1900-01-08,ZONA SUR,3746,-127.869,-749.714
2020-06-21,1818,1900-02-08,ZONA CENTRO,1921,-9.93,-762.397
2020-06-21,6176,1901-02-12,ZONA SUR,432,-140.636,-757.292
2020-06-21,3117,1900-04-16,ZONA CENTRO,3294,-120.708,-752.089
2020-06-21,8381,1901-03-16,ZONA NORTE,74,-8.1,-790.306
2020-06-21,12315,1901-12-05,ZONA NORTE,28,-67.669,-798.506
2020-06-21,144623,1910-01-21,ZONA CENTRO,162,-120.453,-770.308
2020-06-21,8335,1900-11-24,ZONA NORTE,107,-37.481,-732.442
2020-06-21,1346,1900-01-22,ZONA SUR,204,-125.936,-691.767
2020-06-21,851,1900-01-08,ZONA SUR,1428,-171.942,-709.333
2020-06-21,866,1900-01-17,ZONA CENTRO,4373,-106.825,-762.569
2020-06-21,15389,1901-11-19,ZONA NORTE,57,-51.525,-806.578
2020-06-21,766,1900-01-14,ZONA SUR,3848,-158.403,-700.281
2020-06-21,3553,1900-04-08,ZONA NORTE,895,-60.347,-769.742
2020-06-21,747,1900-01-07,ZONA SUR,583,-180.019,-702.519
2020-06-21,2288,1900-04-19,ZONA NORTE,9,-35.711,-804.592
2020-06-21,6989,1900-05-20,ZONA CENTRO,162,-83.681,-745.433
2020-06-22,1612,1900-02-02,ZONA NORTE,2338,-62.294,-778.728
2020-06-22,7248,1901-03-01,ZONA CENTRO,3073,-95.297,-775.292
2020-06-22,497,1900-01-13,ZONA SUR,2500,-136.289,-728.861
2020-06-22,5909,1900-06-27,ZONA SUR,2429,-163.933,-715.289
2020-06-22,1540,1900-01-14,ZONA SUR,2797,-131.603,-742.253
2020-06-22,1597,1900-01-21,ZONA NORTE,2731,-71.547,-785.108
2020-06-22,17145,1901-07-03,ZONA CENTRO,27,-120.631,-771.469
2020-06-22,1629,1900-01-12,ZONA SUR,3439,-135.192,-719.767
2020-06-22,819,1900-01-08,ZONA SUR,3746,-127.869,-749.714
2020-06-22,1890,1900-02-11,ZONA CENTRO,1921,-9.93,-762.397
2020-06-22,6253,1901-02-28,ZONA SUR,432,-140.636,-757.292
2020-06-22,3156,1900-04-17,ZONA CENTRO,3294,-120.708,-752.089
2020-06-22,8525,1901-04-06,ZONA NORTE,74,-8.1,-790.306
2020-06-22,12420,1901-12-09,ZONA NORTE,28,-67.669,-798.506
2020-06-22,145466,1910-04-18,ZONA CENTRO,162,-120.453,-770.308
2020-06-22,8364,1900-11-25,ZONA NORTE,107,-37.481,-732.442
2020-06-22,1365,1900-01-23,ZONA SUR,204,-125.936,-691.767
2020-06-22,861,1900-01-08,ZONA SUR,1428,-171.942,-709.333
2020-06-22,867,1900-01-19,ZONA CENTRO,4373,-106.825,-762.569
