region,region_orig,date,confirmed,deaths
1,1,5/22/2020,399,18
2,2,5/22/2020,2557,196
4,4,5/22/2020,2297,25
5,5,5/22/2020,479,3
6,6,5/22/2020,495,3
7,7,5/22/2020,7846,192
8,8,5/22/2020,766,3
9,9,5/22/2020,289,1
10,10,5/22/2020,607,7
11,11,5/22/2020,1941,137
12,12,5/22/2020,1336,14
13,13,5/22/2020,2682,93
14,14,5/22/2020,5690,516
15,15,5/22/2020,71719,1164
16,16,5/22/2020,3201,264
17,17,5/22/2020,270,6
19,19,5/22/2020,276,6
20,20,5/22/2020,3621,409
21,21,5/22/2020,232,1
22,22,5/22/2020,903,13
23,23,5/22/2020,279,4
24,24,5/22/2020,727,65
25,25,5/22/2020,2652,104
1,1,5/23/2020,437,18
2,2,5/23/2020,2722,208
4,4,5/23/2020,2373,25
5,5,5/23/2020,498,3
6,6,5/23/2020,520,3
7,7,5/23/2020,8125,192
8,8,5/23/2020,793,3
9,9,5/23/2020,306,1
10,10,5/23/2020,629,7
11,11,5/23/2020,1863,151
12,12,5/23/2020,1375,14
13,13,5/23/2020,2793,93
14,14,5/23/2020,5836,542
15,15,5/23/2020,74037,1208
16,16,5/23/2020,3293,273
17,17,5/23/2020,304,6
19,19,5/23/2020,288,8
20,20,5/23/2020,3812,426
21,21,5/23/2020,247,6
22,22,5/23/2020,938,13
23,23,5/23/2020,291,4
24,24,5/23/2020,1032,65
25,25,5/23/2020,2775,104
1,1,5/24/2020,451,18
2,2,5/24/2020,2832,209
4,4,5/24/2020,2501,25
5,5,5/24/2020,537,3
6,6,5/24/2020,557,3
7,7,5/24/2020,8558,194
8,8,5/24/2020,856,3
9,9,5/24/2020,345,1
10,10,5/24/2020,676,7
11,11,5/24/2020,2153,169
12,12,5/24/2020,1438,14
13,13,5/24/2020,3023,93
14,14,5/24/2020,6075,566
15,15,5/24/2020,75716,1235
16,16,5/24/2020,3391,276
17,17,5/24/2020,325,6
18,18,5/24/2020,352,1
19,19,5/24/2020,335,8
20,20,5/24/2020,4219,429
21,21,5/24/2020,257,6
22,22,5/24/2020,957,14
23,23,5/24/2020,291,4
24,24,5/24/2020,1032,68
25,25,5/24/2020,2941,104
1,1,5/25/2020,460,20
2,2,5/25/2020,2842,209
4,4,5/25/2020,2633,25
5,5,5/25/2020,571,6
6,6,5/25/2020,591,3
7,7,5/25/2020,8726,248
8,8,5/25/2020,854,3
9,9,5/25/2020,360,1
10,10,5/25/2020,692,7
11,11,5/25/2020,2119,199
12,12,5/25/2020,1470,14
13,13,5/25/2020,3178,93
14,14,5/25/2020,6217,565
15,15,5/25/2020,77486,1313
16,16,5/25/2020,3524,280
17,17,5/25/2020,314,6
18,18,5/25/2020,357,1
19,19,5/25/2020,387,8
20,20,5/25/2020,5457,429
21,21,5/25/2020,263,6
22,22,5/25/2020,980,16
23,23,5/25/2020,325,4
24,24,5/25/2020,1074,69
25,25,5/25/2020,2959,104
1,1,5/26/2020,511,20
2,2,5/26/2020,3249,223
4,4,5/26/2020,2694,28
5,5,5/26/2020,605,6
6,6,5/26/2020,625,3
7,7,5/26/2020,9122,248
8,8,5/26/2020,896,3
9,9,5/26/2020,360,1
10,10,5/26/2020,716,7
11,11,5/26/2020,2363,199
12,12,5/26/2020,1521,14
13,13,5/26/2020,3309,163
14,14,5/26/2020,6453,571
15,15,5/26/2020,80882,1359
16,16,5/26/2020,3720,288
17,17,5/26/2020,339,6
18,18,5/26/2020,402,1
19,19,5/26/2020,408,8
20,20,5/26/2020,5457,441
21,21,5/26/2020,300,6
22,22,5/26/2020,1003,16
23,23,5/26/2020,341,4
24,24,5/26/2020,1091,69
25,25,5/26/2020,3238,104
1,1,5/27/2020,533,20
2,2,5/27/2020,3196,237
4,4,5/27/2020,2787,28
5,5,5/27/2020,622,6
6,6,5/27/2020,645,3
7,7,5/27/2020,9495,281
8,8,5/27/2020,899,3
9,9,5/27/2020,379,1
10,10,5/27/2020,741,7
11,11,5/27/2020,2476,219
12,12,5/27/2020,1578,14
13,13,5/27/2020,3523,169
14,14,5/27/2020,6732,602
15,15,5/27/2020,84994,1407
16,16,5/27/2020,3816,288
17,17,5/27/2020,388,6
18,18,5/27/2020,423,2
19,19,5/27/2020,416,8
20,20,5/27/2020,6039,481
21,21,5/27/2020,322,6
22,22,5/27/2020,1037,18
23,23,5/27/2020,360,4
24,24,5/27/2020,1115,69
25,25,5/27/2020,3238,104
1,1,5/28/2020,546,21
2,2,5/28/2020,3455,241
4,4,5/28/2020,2921,31
5,5,5/28/2020,639,6
6,6,5/28/2020,669,3
7,7,5/28/2020,9953,289
8,8,5/28/2020,916,3
9,9,5/28/2020,383,1
10,10,5/28/2020,780,9
11,11,5/28/2020,2662,222
12,12,5/28/2020,1675,16
13,13,5/28/2020,3818,174
14,14,5/28/2020,7020,605
15,15,5/28/2020,87478,1473
16,16,5/28/2020,3959,289
17,17,5/28/2020,402,6
18,18,5/28/2020,447,2
19,19,5/28/2020,426,8
20,20,5/28/2020,6942,497
21,21,5/28/2020,322,6
22,22,5/28/2020,1093,19
23,23,5/28/2020,372,4
24,24,5/28/2020,1219,69
25,25,5/28/2020,3530,105
1,1,5/29/2020,563,21
2,2,5/29/2020,3384,252
3,3,5/29/2020,162,1
4,4,5/29/2020,3146,33
5,5,5/29/2020,679,6
6,6,5/29/2020,700,4
7,7,5/29/2020,10781,298
8,8,5/29/2020,916,3
9,9,5/29/2020,407,1
10,10,5/29/2020,811,10
11,11,5/29/2020,2691,228
12,12,5/29/2020,1755,17
13,13,5/29/2020,3816,179
14,14,5/29/2020,7060,608
15,15,5/29/2020,92057,1547
16,16,5/29/2020,4109,293
17,17,5/29/2020,450,6
18,18,5/29/2020,462,2
19,19,5/29/2020,448,8
20,20,5/29/2020,7180,507
21,21,5/29/2020,321,7
22,22,5/29/2020,1151,19
23,23,5/29/2020,372,4
24,24,5/29/2020,1219,70
25,25,5/29/2020,3645,106
1,1,5/30/2020,582,21
2,2,5/30/2020,3515,262
3,3,5/30/2020,171,3
4,4,5/30/2020,3335,39
5,5,5/30/2020,712,7
6,6,5/30/2020,720,5
7,7,5/30/2020,12105,312
8,8,5/30/2020,1015,3
9,9,5/30/2020,430,1
10,10,5/30/2020,848,10
11,11,5/30/2020,2789,239
12,12,5/30/2020,1816,19
13,13,5/30/2020,3998,184
14,14,5/30/2020,7020,611
15,15,5/30/2020,96583,1625
16,16,5/30/2020,4635,295
17,17,5/30/2020,485,6
18,18,5/30/2020,477,2
19,19,5/30/2020,458,9
20,20,5/30/2020,7180,510
21,21,5/30/2020,333,7
22,22,5/30/2020,1225,19
23,23,5/30/2020,375,4
24,24,5/30/2020,1219,71
25,25,5/30/2020,3645,107
1,1,5/31/2020,605,21
2,2,5/31/2020,4220,267
3,3,5/31/2020,194,3
4,4,5/31/2020,3332,44
5,5,5/31/2020,748,7
6,6,5/31/2020,747,5
7,7,5/31/2020,12167,321
8,8,5/31/2020,1062,3
9,9,5/31/2020,436,1
10,10,5/31/2020,885,12
11,11,5/31/2020,3334,244
12,12,5/31/2020,1848,19
13,13,5/31/2020,4660,191
14,14,5/31/2020,8484,612
15,15,5/31/2020,100526,1709
16,16,5/31/2020,4715,296
17,17,5/31/2020,493,6
18,18,5/31/2020,515,2
19,19,5/31/2020,463,9
20,20,5/31/2020,7504,519
21,21,5/31/2020,392,7
22,22,5/31/2020,1296,21
23,23,5/31/2020,448,5
24,24,5/31/2020,1348,75
25,25,5/31/2020,4054,107
1,1,6/1/2020,608,21
2,2,6/1/2020,4444,270
3,3,6/1/2020,189,3
4,4,6/1/2020,3633,49
5,5,6/1/2020,762,7
6,6,6/1/2020,786,6
7,7,6/1/2020,12495,329
8,8,6/1/2020,1103,3
9,9,6/1/2020,449,1
10,10,6/1/2020,979,13
11,11,6/1/2020,3450,252
12,12,6/1/2020,1896,19
13,13,6/1/2020,4898,199
14,14,6/1/2020,8811,616
15,15,6/1/2020,103020,1786
16,16,6/1/2020,5133,297
17,17,6/1/2020,519,6
18,18,6/1/2020,509,2
19,19,6/1/2020,473,9
20,20,6/1/2020,8143,527
21,21,6/1/2020,386,7
22,22,6/1/2020,1335,24
23,23,6/1/2020,398,5
24,24,6/1/2020,1352,76
25,25,6/1/2020,4268,107
1,1,6/2/2020,637,26
2,2,6/2/2020,4668,277
3,3,6/2/2020,198,3
4,4,6/2/2020,3727,50
5,5,6/2/2020,790,7
6,6,6/2/2020,830,7
7,7,6/2/2020,12911,338
8,8,6/2/2020,1125,3
9,9,6/2/2020,455,1
10,10,6/2/2020,987,13
11,11,6/2/2020,3536,258
12,12,6/2/2020,1951,20
13,13,6/2/2020,5114,205
14,14,6/2/2020,9138,618
15,15,6/2/2020,109078,1868
16,16,6/2/2020,5355,299
17,17,6/2/2020,561,6
18,18,6/2/2020,508,2
19,19,6/2/2020,476,11
20,20,6/2/2020,8148,531
21,21,6/2/2020,399,7
22,22,6/2/2020,1433,25
23,23,6/2/2020,447,5
24,24,6/2/2020,1226,77
25,25,6/2/2020,4467,110
1,1,6/3/2020,654,26
2,2,6/3/2020,4647,286
3,3,6/3/2020,203,3
4,4,6/3/2020,3817,51
5,5,6/3/2020,826,7
6,6,6/3/2020,853,7
7,7,6/3/2020,13171,346
8,8,6/3/2020,1157,3
9,9,6/3/2020,465,1
10,10,6/3/2020,1013,13
11,11,6/3/2020,3851,261
12,12,6/3/2020,2007,20
13,13,6/3/2020,5351,212
14,14,6/3/2020,9348,621
15,15,6/3/2020,108323,1947
16,16,6/3/2020,5517,300
17,17,6/3/2020,611,6
18,18,6/3/2020,525,2
19,19,6/3/2020,480,11
20,20,6/3/2020,7890,538
21,21,6/3/2020,398,8
22,22,6/3/2020,1502,28
23,23,6/3/2020,458,5
24,24,6/3/2020,1267,79
25,25,6/3/2020,4580,113
1,1,6/4/2020,680,27
2,2,6/4/2020,5048,292
3,3,6/4/2020,221,3
4,4,6/4/2020,3961,56
5,5,6/4/2020,862,7
6,6,6/4/2020,882,8
7,7,6/4/2020,13291,360
8,8,6/4/2020,1174,4
9,9,6/4/2020,487,2
10,10,6/4/2020,1068,13
11,11,6/4/2020,3919,272
12,12,6/4/2020,2089,20
13,13,6/4/2020,5392,220
14,14,6/4/2020,9440,621
15,15,6/4/2020,108680,2019
16,16,6/4/2020,5757,300
17,17,6/4/2020,600,8
18,18,6/4/2020,561,2
19,19,6/4/2020,512,11
20,20,6/4/2020,9510,548
21,21,6/4/2020,422,8
22,22,6/4/2020,1662,30
23,23,6/4/2020,468,5
24,24,6/4/2020,1489,82
25,25,6/4/2020,5023,113
1,1,6/5/2020,732,27
2,2,6/5/2020,5226,300
3,3,6/5/2020,237,4
4,4,6/5/2020,4204,59
5,5,6/5/2020,865,8
6,6,6/5/2020,875,9
7,7,6/5/2020,13410,369
8,8,6/5/2020,1182,4
9,9,6/5/2020,507,2
10,10,6/5/2020,1120,13
11,11,6/5/2020,4020,277
12,12,6/5/2020,2093,21
13,13,6/5/2020,5483,223
14,14,6/5/2020,9634,629
15,15,6/5/2020,110161,2095
16,16,6/5/2020,6172,300
17,17,6/5/2020,731,10
18,18,6/5/2020,668,2
19,19,6/5/2020,553,11
20,20,6/5/2020,10198,556
21,21,6/5/2020,456,9
22,22,6/5/2020,1781,31
23,23,6/5/2020,504,5
24,24,6/5/2020,1501,84
25,25,6/5/2020,5087,114
1,1,6/6/2020,758,27
2,2,6/6/2020,5290,305
3,3,6/6/2020,248,4
4,4,6/6/2020,4316,60
5,5,6/6/2020,886,8
6,6,6/6/2020,907,9
7,7,6/6/2020,13656,378
8,8,6/6/2020,1199,4
9,9,6/6/2020,516,2
10,10,6/6/2020,1154,14
11,11,6/6/2020,4187,281
12,12,6/6/2020,2114,22
13,13,6/6/2020,5670,235
14,14,6/6/2020,9686,630
15,15,6/6/2020,112974,2186
16,16,6/6/2020,6187,303
17,17,6/6/2020,743,11
18,18,6/6/2020,674,2
19,19,6/6/2020,565,11
20,20,6/6/2020,10487,560
21,21,6/6/2020,462,9
22,22,6/6/2020,1847,34
23,23,6/6/2020,506,5
24,24,6/6/2020,1543,86
25,25,6/6/2020,5183,115
1,1,6/7/2020,771,27
2,2,6/7/2020,5386,312
3,3,6/7/2020,259,4
4,4,6/7/2020,4460,60
5,5,6/7/2020,910,8
6,6,6/7/2020,935,10
7,7,6/7/2020,13865,389
8,8,6/7/2020,1229,4
9,9,6/7/2020,528,4
10,10,6/7/2020,1176,16
11,11,6/7/2020,4330,290
12,12,6/7/2020,2158,24
13,13,6/7/2020,5841,244
14,14,6/7/2020,9829,634
15,15,6/7/2020,116159,2283
16,16,6/7/2020,6225,305
17,17,6/7/2020,744,11
18,18,6/7/2020,676,3
19,19,6/7/2020,574,11
20,20,6/7/2020,10716,568
21,21,6/7/2020,468,9
22,22,6/7/2020,1896,38
23,23,6/7/2020,493,5
24,24,6/7/2020,1581,89
25,25,6/7/2020,5306,117
1,1,6/8/2020,823,27
2,2,6/8/2020,5443,318
3,3,6/8/2020,288,5
4,4,6/8/2020,4494,65
5,5,6/8/2020,915,8
6,6,6/8/2020,947,11
7,7,6/8/2020,14017,391
8,8,6/8/2020,1260,5
9,9,6/8/2020,569,4
10,10,6/8/2020,1183,18
11,11,6/8/2020,4375,292
12,12,6/8/2020,2194,25
13,13,6/8/2020,5916,252
14,14,6/8/2020,9933,635
15,15,6/8/2020,118036,2349
16,16,6/8/2020,6349,307
17,17,6/8/2020,749,11
18,18,6/8/2020,712,4
19,19,6/8/2020,643,11
20,20,6/8/2020,10886,573
21,21,6/8/2020,471,9
22,22,6/8/2020,1952,38
23,23,6/8/2020,535,5
24,24,6/8/2020,1585,91
25,25,6/8/2020,5421,117
1,1,6/9/2020,873,27
2,2,6/9/2020,5582,327
3,3,6/9/2020,295,7
4,4,6/9/2020,4566,71
5,5,6/9/2020,958,8
6,6,6/9/2020,984,11
7,7,6/9/2020,14284,401
8,8,6/9/2020,1274,5
9,9,6/9/2020,579,5
10,10,6/9/2020,1215,18
11,11,6/9/2020,4530,298
12,12,6/9/2020,2249,28
13,13,6/9/2020,6082,262
14,14,6/9/2020,10100,636
15,15,6/9/2020,120183,2449
16,16,6/9/2020,6506,308
17,17,6/9/2020,807,12
18,18,6/9/2020,715,4
19,19,6/9/2020,656,12
20,20,6/9/2020,11067,584
21,21,6/9/2020,476,9
22,22,6/9/2020,2052,40
23,23,6/9/2020,547,5
24,24,6/9/2020,1631,93
25,25,6/9/2020,5525,118
1,1,6/10/2020,926,27
2,2,6/10/2020,5736,335
3,3,6/10/2020,314,7
4,4,6/10/2020,4620,81
5,5,6/10/2020,995,8
6,6,6/10/2020,1013,13
7,7,6/10/2020,14489,410
8,8,6/10/2020,1309,5
9,9,6/10/2020,602,5
10,10,6/10/2020,1254,19
11,11,6/10/2020,4713,306
12,12,6/10/2020,2298,29
13,13,6/10/2020,6311,273
14,14,6/10/2020,10286,642
15,15,6/10/2020,122883,2543
16,16,6/10/2020,6719,309
17,17,6/10/2020,832,13
18,18,6/10/2020,724,5
19,19,6/10/2020,679,13
20,20,6/10/2020,11520,593
21,21,6/10/2020,497,9
22,22,6/10/2020,2206,41
23,23,6/10/2020,563,5
24,24,6/10/2020,1686,93
25,25,6/10/2020,5648,119
1,1,6/11/2020,995,27
2,2,6/11/2020,5885,340
3,3,6/11/2020,319,7
4,4,6/11/2020,4764,85
5,5,6/11/2020,1028,11
6,6,6/11/2020,1062,13
7,7,6/11/2020,14830,418
8,8,6/11/2020,1344,5
9,9,6/11/2020,612,5
10,10,6/11/2020,1287,22
11,11,6/11/2020,4893,317
12,12,6/11/2020,2393,34
13,13,6/11/2020,6642,286
14,14,6/11/2020,10532,648
15,15,6/11/2020,125640,2675
16,16,6/11/2020,7000,311
17,17,6/11/2020,903,15
18,18,6/11/2020,728,5
19,19,6/11/2020,700,13
20,20,6/11/2020,12177,601
21,21,6/11/2020,526,9
22,22,6/11/2020,2306,42
23,23,6/11/2020,572,5
24,24,6/11/2020,1736,95
25,25,6/11/2020,5914,120
1,1,6/12/2020,1033,28
2,2,6/12/2020,6000,347
3,3,6/12/2020,331,7
4,4,6/12/2020,4881,95
5,5,6/12/2020,1071,11
6,6,6/12/2020,1135,14
7,7,6/12/2020,15200,434
8,8,6/12/2020,1368,6
9,9,6/12/2020,635,5
10,10,6/12/2020,1363,24
11,11,6/12/2020,5101,328
12,12,6/12/2020,2483,37
13,13,6/12/2020,6830,303
14,14,6/12/2020,10791,656
15,15,6/12/2020,128700,2784
16,16,6/12/2020,7167,311
17,17,6/12/2020,945,15
18,18,6/12/2020,738,6
19,19,6/12/2020,729,13
20,20,6/12/2020,12768,605
21,21,6/12/2020,545,10
22,22,6/12/2020,2454,46
23,23,6/12/2020,582,5
24,24,6/12/2020,1814,96
25,25,6/12/2020,6085,122
1,1,6/13/2020,1102,29
2,2,6/13/2020,6155,358
3,3,6/13/2020,346,7
4,4,6/13/2020,5002,106
5,5,6/13/2020,1102,11
6,6,6/13/2020,1199,16
7,7,6/13/2020,15556,439
8,8,6/13/2020,1419,7
9,9,6/13/2020,654,5
10,10,6/13/2020,1433,27
11,11,6/13/2020,5345,335
12,12,6/13/2020,2545,37
13,13,6/13/2020,7026,317
14,14,6/13/2020,11059,659
15,15,6/13/2020,129865,2894
16,16,6/13/2020,7478,315
17,17,6/13/2020,995,16
18,18,6/13/2020,744,6
19,19,6/13/2020,747,13
20,20,6/13/2020,13411,612
21,21,6/13/2020,556,12
22,22,6/13/2020,2674,53
23,23,6/13/2020,596,5
24,24,6/13/2020,1879,97
25,25,6/13/2020,6244,122
1,1,6/14/2020,1170,29
2,2,6/14/2020,6294,371
3,3,6/14/2020,348,8
4,4,6/14/2020,5115,109
5,5,6/14/2020,1157,11
6,6,6/14/2020,1279,16
7,7,6/14/2020,15807,452
8,8,6/14/2020,1436,9
9,9,6/14/2020,659,6
10,10,6/14/2020,1494,28
11,11,6/14/2020,5456,346
12,12,6/14/2020,2626,43
13,13,6/14/2020,7239,332
14,14,6/14/2020,11276,663
15,15,6/14/2020,132186,2988
16,16,6/14/2020,7629,316
17,17,6/14/2020,1047,18
18,18,6/14/2020,746,6
19,19,6/14/2020,759,13
20,20,6/14/2020,13799,623
21,21,6/14/2020,566,13
22,22,6/14/2020,2754,59
23,23,6/14/2020,607,5
24,24,6/14/2020,1937,98
25,25,6/14/2020,6350,126
1,1,6/15/2020,1179,29
2,2,6/15/2020,6410,378
3,3,6/15/2020,351,9
4,4,6/15/2020,5195,115
5,5,6/15/2020,1171,11
6,6,6/15/2020,1314,16
7,7,6/15/2020,15955,464
8,8,6/15/2020,1449,10
9,9,6/15/2020,663,6
10,10,6/15/2020,1527,30
11,11,6/15/2020,5534,353
12,12,6/15/2020,2680,46
13,13,6/15/2020,7391,348
14,14,6/15/2020,11394,668
15,15,6/15/2020,134008,3083
16,16,6/15/2020,7737,316
17,17,6/15/2020,1050,19
18,18,6/15/2020,747,6
19,19,6/15/2020,794,14
20,20,6/15/2020,14046,631
21,21,6/15/2020,585,13
22,22,6/15/2020,2826,63
23,23,6/15/2020,611,6
24,24,6/15/2020,1975,99
25,25,6/15/2020,6400,127
1,1,6/16/2020,1349,30
2,2,6/16/2020,6509,387
3,3,6/16/2020,353,9
4,4,6/16/2020,5280,121
5,5,6/16/2020,1220,11
6,6,6/16/2020,1350,17
7,7,6/16/2020,16115,477
8,8,6/16/2020,1458,11
9,9,6/16/2020,679,7
10,10,6/16/2020,1593,31
11,11,6/16/2020,5653,356
12,12,6/16/2020,2726,46
13,13,6/16/2020,7579,365
14,14,6/16/2020,11576,674
15,15,6/16/2020,136464,3196
16,16,6/16/2020,7781,318
17,17,6/16/2020,1096,19
18,18,6/16/2020,768,6
19,19,6/16/2020,817,15
20,20,6/16/2020,14220,642
21,21,6/16/2020,589,13
22,22,6/16/2020,2911,66
23,23,6/16/2020,624,6
24,24,6/16/2020,2008,104
25,25,6/16/2020,6438,129
1,1,6/17/2020,1407,30
2,2,6/17/2020,6649,394
3,3,6/17/2020,402,10
4,4,6/17/2020,5336,134
5,5,6/17/2020,1296,11
6,6,6/17/2020,1378,18
7,7,6/17/2020,16224,498
8,8,6/17/2020,1469,11
9,9,6/17/2020,751,9
10,10,6/17/2020,1614,35
11,11,6/17/2020,5745,372
12,12,6/17/2020,2771,50
13,13,6/17/2020,7714,384
14,14,6/17/2020,11699,680
15,15,6/17/2020,138203,3278
16,16,6/17/2020,7849,320
17,17,6/17/2020,1184,19
18,18,6/17/2020,829,6
19,19,6/17/2020,826,16
20,20,6/17/2020,14413,651
21,21,6/17/2020,694,13
22,22,6/17/2020,3015,72
23,23,6/17/2020,680,7
24,24,6/17/2020,2115,106
25,25,6/17/2020,6645,133
1,1,6/18/2020,1440,31
2,2,6/18/2020,6746,397
3,3,6/18/2020,410,10
4,4,6/18/2020,5454,145
5,5,6/18/2020,1331,11
6,6,6/18/2020,1422,18
7,7,6/18/2020,16458,506
8,8,6/18/2020,1494,13
9,9,6/18/2020,753,9
10,10,6/18/2020,1657,36
11,11,6/18/2020,5865,383
12,12,6/18/2020,2869,52
13,13,6/18/2020,7839,400
14,14,6/18/2020,11883,688
15,15,6/18/2020,139869,3390
16,16,6/18/2020,7953,321
17,17,6/18/2020,1229,20
18,18,6/18/2020,833,7
19,19,6/18/2020,829,16
20,20,6/18/2020,14659,661
21,21,6/18/2020,701,14
22,22,6/18/2020,3110,80
23,23,6/18/2020,688,7
24,24,6/18/2020,2136,108
25,25,6/18/2020,6760,138
1,1,6/19/2020,1483,32
2,2,6/19/2020,6877,403
3,3,6/19/2020,412,11
4,4,6/19/2020,5533,154
5,5,6/19/2020,1375,13
6,6,6/19/2020,1474,19
7,7,6/19/2020,16678,513
8,8,6/19/2020,1508,13
9,9,6/19/2020,756,9
10,10,6/19/2020,1718,38
11,11,6/19/2020,5968,391
12,12,6/19/2020,2944,85
13,13,6/19/2020,8060,414
14,14,6/19/2020,12069,694
15,15,6/19/2020,141512,3485
16,16,6/19/2020,8051,324
17,17,6/19/2020,1265,21
18,18,6/19/2020,835,8
19,19,6/19/2020,841,16
20,20,6/19/2020,14902,667
21,21,6/19/2020,710,14
22,22,6/19/2020,3250,83
23,23,6/19/2020,692,7
24,24,6/19/2020,2195,108
25,25,6/19/2020,6817,138
1,1,6/20/2020,1565,33
2,2,6/20/2020,7002,411
3,3,6/20/2020,441,11
4,4,6/20/2020,5654,159
5,5,6/20/2020,1454,13
6,6,6/20/2020,1518,20
7,7,6/20/2020,16844,527
8,8,6/20/2020,1520,13
9,9,6/20/2020,799,9
10,10,6/20/2020,1770,40
11,11,6/20/2020,6048,398
12,12,6/20/2020,3000,106
13,13,6/20/2020,8185,431
14,14,6/20/2020,12175,700
15,15,6/20/2020,143017,3580
16,16,6/20/2020,8195,326
17,17,6/20/2020,1307,22
18,18,6/20/2020,843,8
19,19,6/20/2020,856,16
20,20,6/20/2020,15123,683
21,21,6/20/2020,753,15
22,22,6/20/2020,3383,83
23,23,6/20/2020,738,8
24,24,6/20/2020,2233,109
25,25,6/20/2020,6915,140
1,1,6/21/2020,1595,33
2,2,6/21/2020,7133,419
3,3,6/21/2020,457,12
4,4,6/21/2020,5744,166
5,5,6/21/2020,1522,13
6,6,6/21/2020,1568,22
7,7,6/21/2020,16986,541
8,8,6/21/2020,1561,13
9,9,6/21/2020,810,9
10,10,6/21/2020,1818,40
11,11,6/21/2020,6176,409
12,12,6/21/2020,3117,107
13,13,6/21/2020,8381,441
14,14,6/21/2020,12315,705
15,15,6/21/2020,144623,3674
16,16,6/21/2020,8335,329
17,17,6/21/2020,1346,23
18,18,6/21/2020,851,9
19,19,6/21/2020,866,18
20,20,6/21/2020,15389,689
21,21,6/21/2020,766,15
22,22,6/21/2020,3553,99
23,23,6/21/2020,747,8
24,24,6/21/2020,2288,110
25,25,6/21/2020,6989,141
1,1,6/22/2020,1612,34
2,2,6/22/2020,7248,426
3,3,6/22/2020,497,14
4,4,6/22/2020,5909,179
5,5,6/22/2020,1540,15
6,6,6/22/2020,1597,22
7,7,6/22/2020,17145,550
8,8,6/22/2020,1629,13
9,9,6/22/2020,819,9
10,10,6/22/2020,1890,43
11,11,6/22/2020,6253,425
12,12,6/22/2020,3156,108
13,13,6/22/2020,8525,462
14,14,6/22/2020,12420,709
15,15,6/22/2020,145466,3761
16,16,6/22/2020,8364,330
17,17,6/22/2020,1365,24
18,18,6/22/2020,861,9
19,19,6/22/2020,867,20
20,20,6/22/2020,15587,694
21,21,6/22/2020,781,15
22,22,6/22/2020,3614,101
23,23,6/22/2020,804,8
24,24,6/22/2020,2321,111
25,25,6/22/2020,7177,141
1,1,6/23/2020,1655,34
2,2,6/23/2020,7347,431
3,3,6/23/2020,498,14
4,4,6/23/2020,5981,188
5,5,6/23/2020,1569,16
6,6,6/23/2020,1631,24
7,7,6/23/2020,17303,555
8,8,6/23/2020,1631,13
9,9,6/23/2020,822,9
10,10,6/23/2020,1914,46
11,11,6/23/2020,6397,430
12,12,6/23/2020,3330,112
13,13,6/23/2020,8658,481
14,14,6/23/2020,12552,713
15,15,6/23/2020,147372,3855
16,16,6/23/2020,8449,330
17,17,6/23/2020,1397,24
18,18,6/23/2020,864,9
19,19,6/23/2020,881,20
20,20,6/23/2020,15686,700
21,21,6/23/2020,788,16
22,22,6/23/2020,3700,123
23,23,6/23/2020,810,8
24,24,6/23/2020,2346,111
25,25,6/23/2020,7229,142
1,1,6/24/2020,1689,34
2,2,6/24/2020,7444,437
3,3,6/24/2020,503,14
4,4,6/24/2020,6187,203
5,5,6/24/2020,1603,21
6,6,6/24/2020,1678,24
7,7,6/24/2020,17372,563
8,8,6/24/2020,1656,13
9,9,6/24/2020,833,10
10,10,6/24/2020,1957,47
11,11,6/24/2020,6585,433
12,12,6/24/2020,3403,116
13,13,6/24/2020,8849,496
14,14,6/24/2020,12709,718
15,15,6/24/2020,149377,3950
16,16,6/24/2020,8681,332
17,17,6/24/2020,1432,24
18,18,6/24/2020,868,9
19,19,6/24/2020,888,20
20,20,6/24/2020,15863,715
21,21,6/24/2020,814,16
22,22,6/24/2020,3804,126
23,23,6/24/2020,815,8
24,24,6/24/2020,2386,112
25,25,6/24/2020,7293,145
1,1,6/25/2020,1845,34
2,2,6/25/2020,7553,441
3,3,6/25/2020,514,15
4,4,6/25/2020,6411,209
5,5,6/25/2020,1644,21
6,6,6/25/2020,1774,43
7,7,6/25/2020,17449,572
8,8,6/25/2020,1680,14
9,9,6/25/2020,847,10
10,10,6/25/2020,1998,50
11,11,6/25/2020,6723,442
12,12,6/25/2020,3470,120
13,13,6/25/2020,9090,515
14,14,6/25/2020,12892,722
15,15,6/25/2020,151225,4029
16,16,6/25/2020,8743,334
17,17,6/25/2020,1467,25
18,18,6/25/2020,881,10
19,19,6/25/2020,898,20
20,20,6/25/2020,16101,725
21,21,6/25/2020,832,16
22,22,6/25/2020,3975,129
23,23,6/25/2020,821,8
24,24,6/25/2020,2442,112
25,25,6/25/2020,7327,145
1,1,6/26/2020,1916,34
2,2,6/26/2020,7652,444
3,3,6/26/2020,525,15
4,4,6/26/2020,6535,212
5,5,6/26/2020,1678,21
6,6,6/26/2020,1816,59
7,7,6/26/2020,17580,584
8,8,6/26/2020,1698,17
9,9,6/26/2020,860,11
10,10,6/26/2020,2089,52
11,11,6/26/2020,6851,449
12,12,6/26/2020,3558,124
13,13,6/26/2020,9307,528
14,14,6/26/2020,13098,725
15,15,6/26/2020,153068,4124
16,16,6/26/2020,8786,334
17,17,6/26/2020,1549,25
18,18,6/26/2020,907,10
19,19,6/26/2020,908,20
20,20,6/26/2020,16250,733
21,21,6/26/2020,844,18
22,22,6/26/2020,4163,131
23,23,6/26/2020,848,8
24,24,6/26/2020,2479,115
25,25,6/26/2020,7399,146
